key,translation,options,desc_en,desc_vi,chapter,status,notes
physical environment,môi trường vật lý,môi trường vật lý,where a service takes place or a product is manufactured,nơi mà dịch vụ được cung cấp hoặc sản phẩm được sản xuất,Chương 8,approved,Source: glossary.md — Chương 8
place,phân phối (place),phân phối (place),channels or locations—physical or digital—where products can be found by customers,các kênh hoặc địa điểm (vật lý hoặc kỹ thuật số) nơi khách hàng có thể tìm thấy sản phẩm,Chương 8,approved,Source: glossary.md — Chương 8
positioning (or value proposition),định vị (hoặc giá trị đề xuất),định vị (hoặc giá trị đề xuất),"statement of how you want the customer to perceive your company, good, or service","tuyên bố về cách bạn mong muốn khách hàng nhận thức về công ty, sản phẩm hoặc dịch vụ của bạn",Chương 8,approved,Source: glossary.md — Chương 8
premium pricing,định giá cao cấp,định giá cao cấp,charging a price above a competitor’s price,việc đặt mức giá cao hơn so với giá của đối thủ cạnh tranh,Chương 8,approved,Source: glossary.md — Chương 8
price,giá,giá,value that must be exchanged in order for a customer to receive a product or service,giá trị mà khách hàng phải trao đổi để nhận được sản phẩm hoặc dịch vụ,Chương 8,approved,Source: glossary.md — Chương 8
process,quy trình,quy trình,chain of procedures and/or activities required to provide the product to the customer,chuỗi các quy trình và/hoặc hoạt động cần thiết để cung cấp sản phẩm cho khách hàng,Chương 8,approved,Source: glossary.md — Chương 8
product,sản phẩm,sản phẩm,good or a service that creates value by fulfilling a customer need or desire,hàng hóa hoặc dịch vụ tạo ra giá trị bằng cách đáp ứng nhu cầu hoặc mong muốn của khách hàng,Chương 8,approved,Source: glossary.md — Chương 8
profit margin,biên lợi nhuận,biên lợi nhuận,biên lợi nhuận,"mức chênh lệch mà doanh thu vượt quá chi phí, thường được biểu diễn dưới dạng phần trăm","Chương 8, Chương 9, Chương 9 (bổ sung)",approved,"Source: glossary.md — Chương 8, Chương 9"
promotion,xúc tiến,xúc tiến,process of communicating value to customers in a way that encourages them to buy,quá trình truyền đạt giá trị đến khách hàng theo cách khuyến khích họ mua,Chương 8,approved,Source: glossary.md — Chương 8
public relations,quan hệ công chúng,quan hệ công chúng,marketing that focuses on connecting with constituents by developing goodwill,hoạt động marketing tập trung vào việc kết nối với các bên liên quan bằng cách xây dựng thiện chí,Chương 8,approved,Source: glossary.md — Chương 8
qualitative research,nghiên cứu định tính,nghiên cứu định tính,"use of open-ended techniques such as observation, focus groups, and interviews to gain an understanding of customers’ basic reasons, opinions, and motivations","việc sử dụng các phương pháp mở như quan sát, nhóm thảo luận và phỏng vấn nhằm hiểu các lý do, quan điểm và động cơ cơ bản của khách hàng",Chương 8,approved,Source: glossary.md — Chương 8
quantitative research,nghiên cứu định lượng,nghiên cứu định lượng,generation of numerical data through techniques such as surveys and questionnaires,việc tạo ra dữ liệu dạng số thông qua các phương pháp như khảo sát và bảng câu hỏi,Chương 8,approved,Source: glossary.md — Chương 8
real-time marketing,tiếp thị thời gian thực,tiếp thị thời gian thực,seeks to turn immediately available sales data into actionable and timely strategies that target the shifting landscape of consumer tastes and trends,nhằm chuyển đổi dữ liệu bán hàng có sẵn ngay lập tức thành các chiến lược kịp thời và có thể triển khai nhằm đáp ứng sự thay đổi trong thị hiếu và xu hướng của người tiêu dùng,Chương 8,approved,Source: glossary.md — Chương 8
relationship marketing,tiếp thị quan hệ,tiếp thị quan hệ,creates customer loyalty through personal interaction and strives for long-term engagement,tạo dựng lòng trung thành của khách hàng thông qua tương tác cá nhân và hướng tới sự gắn kết lâu dài,Chương 8,approved,Source: glossary.md — Chương 8
sales promotion,xúc tiến bán hàng,xúc tiến bán hàng,incentives such as coupons and discounts that help attract customers and help them take action,các hình thức khuyến khích như phiếu giảm giá và chiết khấu giúp thu hút khách hàng và thúc đẩy họ hành động,Chương 8,approved,Source: glossary.md — Chương 8
sales strategy,chiến lược bán hàng,chiến lược bán hàng,"plan that the entrepreneur uses to identify and engage a consumer, from prospecting to securing the sale and beyond","kế hoạch mà doanh nhân sử dụng để xác định và tiếp cận khách hàng, từ việc tìm kiếm khách hàng tiềm năng đến chốt đơn và các hoạt động sau đó",Chương 8,approved,Source: glossary.md — Chương 8
sample,mẫu khảo sát,mẫu khảo sát,group of people participating in market research,nhóm người tham gia vào nghiên cứu thị trường,Chương 8,approved,Source: glossary.md — Chương 8
segmenting,phân khúc thị trường,phân khúc thị trường,"separating the total population by homogeneous groups of people that have similar tastes, backgrounds, lifestyles, demographics, and culture","việc chia tổng thể dân số thành các nhóm đồng nhất có sở thích, nền tảng, lối sống, đặc điểm nhân khẩu học và văn hóa tương tự",Chương 8,approved,Source: glossary.md — Chương 8
serviceable available market (sam),thị trường khả dụng có thể phục vụ (SAM),thị trường khả dụng có thể phục vụ (SAM),"portion of the market that a business can serve based on its products, services, and location","phần thị trường mà doanh nghiệp có thể phục vụ dựa trên sản phẩm, dịch vụ và vị trí của mình","Chương 8, Chương 11",approved,"Source: glossary.md — Chương 8, Chương 11"
situation analysis,phân tích tình huống,phân tích tình huống,examination of the internal and external circumstances relevant to a particular business,việc xem xét các yếu tố nội bộ và bên ngoài liên quan đến một doanh nghiệp cụ thể,Chương 8,approved,Source: glossary.md — Chương 8
skimming,định giá hớt váng,định giá hớt váng,high-pricing strategy that leverages the newness of a product in order to “skim” the most profits off the top at the beginning of a sale,chiến lược định giá cao tận dụng tính mới của sản phẩm nhằm thu được lợi nhuận tối đa ngay từ giai đoạn đầu của việc bán,Chương 8,approved,Source: glossary.md — Chương 8
social media,mạng xã hội,mạng xã hội,"online communication tool for entrepreneurs to connect with consumers, especially younger demographics","công cụ giao tiếp trực tuyến giúp doanh nhân kết nối với người tiêu dùng, đặc biệt là các nhóm khách hàng trẻ",Chương 8,approved,Source: glossary.md — Chương 8
tagline,khẩu hiệu thương hiệu,khẩu hiệu thương hiệu,short and catchy positioning statement that quickly communicate some core aspect of the brand to the consumer,"câu khẩu hiệu ngắn gọn, dễ nhớ giúp nhanh chóng truyền tải một khía cạnh cốt lõi của thương hiệu tới người tiêu dùng",Chương 8,approved,Source: glossary.md — Chương 8
